task_id,n_samples,n_passed,passed,code,error
228,1,0,False,"def all_Bits_Set_In_The_Given_Range(number, start_range, end_range):
    """"""
    Checks if all bits within the specified 1-based range are unset (0) in the given number.

    Args:
        number (int): The integer to check.
        start_range (int): The 1-based","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpp092h7p1.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 11)
"
229,1,0,False,"def re_arrange_array(arr, n):
    """"""
    Re-arranges the first n elements of the given array so that all negative elements
    appear before positive ones, and where the relative order among negative and
    positive elements is preserved.

    Args:
        arr (list): The input array.
        n (int): The number of elements","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp6kjtplth.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 13)
"
230,1,1,True,"def replace_blank(text, char):
    return text.replace(' ', char)",
232,1,1,True,"def larg_nnum(input_list, n):
    """"""
    Returns a list containing the n largest items from the input list.
    """"""
    # Sort the list in descending order
    sorted_list = sorted(input_list, reverse=True)
    # Return the first n elements
    return sorted_list[:n]",
233,1,1,True,"import math

def lateralsuface_cylinder(radius, height):
  """"""
  Calculates the lateral surface area of a cylinder.

  Args:
    radius: The radius of the cylinder's base.
    height: The height of the cylinder.

  Returns:
    The lateral surface area of the cylinder.
  """"""
  return 2 * math.pi * radius * height",
234,1,1,True,"def volume_cube(side_length):
  """"""
  Calculates the volume of a cube given its side length.

  Args:
    side_length: The length of one side of the cube.

  Returns:
    The volume of the cube.
  """"""
  return side_length ** 3",
235,1,0,False,"def even_bit_set_number(n: int) -> int:
    """"""
    Sets all odd-indexed bits (1, 3, 5, ...) of a given number to 1.
    This function interprets ""even bits"" as a non-standard term,
    and its behavior is derived directly from the provided test cases.
    Specifically,","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpukvmvnkx.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 10)
"
237,1,1,True,"def check_occurences(list_of_tuples):
    """"""
    Takes a list of tuples and returns a dictionary mapping each unique,
    normalized tuple to the number of times it occurs in the list.
    A tuple (a, b) is normalized to (min(a, b), max(a, b)).
    """"""
    from collections import Counter

    normalized_tuples = []
    for tpl in list_of_tuples:
        # Normalize the tuple by sorting its elements
        normalized_tuples.append(tuple(sorted(tpl)))

    return Counter(normalized_tuples)",
238,1,1,True,"def number_of_substrings(s):
    """"""
    Counts the number of non-empty substrings of a given string.

    Args:
        s: The input string.

    Returns:
        The total count of non-empty substrings.
    """"""
    n = len(s)
    # The number of non-empty substrings of a string of length n is
    # the sum of integers from 1 to n, which is n * (n + 1) / 2.
    return n * (n + 1) // 2",
239,1,0,False,"def get_total_number_of_sequences(m: int, n: int) -> int:
    """"""
    Calculates the number of possible sequences of length n,
    such that each element is a positive integer and is greater than or equal to
    twice the previous element but less than or equal to m.

    Args:
        m: The maximum allowed value for","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp918nwpbc.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 12)
"
240,1,1,True,"def replace_list(list1, list2):
    list1.pop()
    list1.extend(list2)
    return list1",
242,1,1,True,"def count_charac(input_string):
    return len(input_string)",
244,1,1,True,"def next_Perfect_Square(n):
    import math
    root = int(math.sqrt(n))
    next_root = root + 1
    return next_root * next_root",
245,1,0,False,"def max_sum(arr):
    n = len(arr)

    if n == 0:
        return 0
    if n == 1:
        return arr[0]

    # msis[i] stores the maximum sum of an increasing subsequence ending at arr[i]
    msis = list(arr)

    # msds[","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmppw5qf1nd.py"", line 14, in <module>
    assert max_sum([1, 15, 51, 45, 33, 100, 12, 18, 9]) == 194
           ^^^^^^^^^^"
246,1,0,False,"def babylonian_squareroot(number):
    """"""
    Computes the square root of a non-negative number using the Babylonian method.

    Args:
        number (float or int): The non-negative number for which to compute the square root.

    Returns:
        float: The approximate square root of the number.

    Raises:","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp7tz8jn6p.py"", line 3
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 16)
"
247,1,0,False,"def lps(s: str) -> int:
    """"""
    Finds the length of the longest palindromic subsequence in the given string.

    Args:
        s: The input string.

    Returns:
        The length of the longest palindromic subsequence.
    """"""
    n = len(s)

    # Create a 2D DP table","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmprtavjl_1.py"", line 15, in <module>
    assert lps(""TENS FOR TENS"") == 5
           ^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionE"
248,1,1,True,"def harmonic_sum(n: int) -> float:
    """"""
    Calculates the nth harmonic number, H_n, which is the sum of the reciprocals
    of the first n positive integers: 1 + 1/2 + 1/3 + ... + 1/n.

    Args:
        n: An integer representing the upper limit of the sum.
           It is assumed that n will be a positive integer based on the tests.

    Returns:
        The harmonic sum H_n as a float.
    """"""
    if n <= 0:
        # Harmonic sum is typically defined for positive integers.
        # For",
249,1,0,False,"def intersection_array(arr1, arr2):
    """"""
    Finds the intersection of two arrays.

    The intersection contains elements that are present in both arrays.
    The order of elements in the result is determined by their appearance
    in the second array (arr2). If an element appears multiple times in arr2
    and is present in arr1, it will","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp7e6cx7_v.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 12)
"
250,1,1,True,"def count_X(my_tuple, element):
    return my_tuple.count(element)",
251,1,1,True,"def insert_element(lst, elem):
    result = []
    for item in lst:
        result.append(elem)
        result.append(item)
    return result",
252,1,1,True,"import cmath

def convert(z):
    """"""
    Converts a complex number to its polar coordinates (magnitude, phase).

    Args:
        z: A complex number.

    Returns:
        A tuple (r, theta) where r is the magnitude and theta is the phase
        in radians.
    """"""
    return cmath.polar(z)",
253,1,1,True,"def count_integer(input_list):
    count = 0
    for element in input_list:
        if type(element) is int:
            count += 1
    return count",
255,1,1,True,"import itertools

def combinations_colors(elements, n):
    """"""
    Generates all combinations (with repetition) of the elements of the list
    and returns a list with a tuple for each combination.

    Args:
        elements (list): The list of elements to choose from.
        n (int): The length of each combination.

    Returns:
        list: A list of tuples, where each tuple represents a combination
              with repetition of length n.
    """"""
    return list(itertools.combinations_w",
256,1,0,False,"import math

def count_Primes_nums(n: int) -> int:
    """"""
    Counts the number of prime numbers less than a given non-negative number n.

    Args:
        n: A non-negative integer.

    Returns:
        The count of prime numbers strictly less than n.
    """"""
    if n <=","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpcuh_nmbp.py"", line 13
    if n <=
           ^
SyntaxError: invalid syntax
"
257,1,1,True,"def swap_numbers(num1, num2):
    return (num2, num1)",
259,1,1,True,"def maximize_elements(tuple1, tuple2):
    result = []
    for t1_inner, t2_inner in zip(tuple1, tuple2):
        max_inner_tuple = (max(t1_inner[0], t2_inner[0]), max(t1_inner[1], t2_inner[1]))
        result.append(max_inner_tuple)
    return tuple(result)",
260,1,0,False,"def newman_prime(n: int) -> int:
    """"""
    Finds the nth Newman-Shanks-Williams prime number, where 'n' refers to the
    index 'k' of the NSW number S_k.

    The Newman-Shanks-Williams (NSW) numbers are defined by the recurrence relation:
    S_0 = 1","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpi4calfvt.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 11)
"
261,1,1,True,"def division_elements(tuple1, tuple2):
    return tuple(a // b for a, b in zip(tuple1, tuple2))",
262,1,1,True,"def split_two_parts(input_list, L):
    """"""
    Splits the given list into two parts where the length of the first part
    of the list is L, and returns the resulting lists in a tuple.

    Args:
        input_list (list): The list to be split.
        L (int): The desired length of the first part of the list.

    Returns:
        tuple: A tuple containing two lists: (first_part, second_part).
    """"""
    first_part = input_list[:L]
    second_part = input_list[L:]
    return (first_part, seco",
264,1,1,True,"def dog_age(human_age):
    return 4 * human_age + 13",
265,1,0,False,"def list_split(input_list, n):
    """"""
    Splits a list for every nth element, returning a list of the resulting lists.

    Elements are distributed into n sublists based on their original index modulo n.
    The element at index `i` in the input_list will be placed into the sublist
    at index `i % n` in","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpgqg64icb.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 11)
"
266,1,1,True,"def lateralsurface_cube(side_length):
    """"""
    Calculates the lateral surface area of a cube given its side length.

    The lateral surface area of a cube is the sum of the areas of its four side faces.
    Each face is a square with area side_length * side_length.

    Args:
        side_length (float or int): The length of one side of the cube.

    Returns:
        float or int: The lateral surface area of the cube.
    """"""
    return 4 * side_length * side_length",
267,1,1,True,"def square_Sum(n):
    """"""
    Calculates the sum of the squares of the first n odd natural numbers.

    Args:
        n (int): The number of odd natural numbers to consider.

    Returns:
        int: The sum of their squares.
    """"""
    return sum([(2 * i - 1)**2 for i in range(1, n + 1)])",
268,1,1,True,"def find_star_num(n):
    """"""
    Calculates the n'th star number.

    A star number is a centered figurate number that represents a hexagram
    (a six-pointed star). The formula for the n-th star number is 6n(n-1) + 1.

    Args:
        n (int): The position of the star number to find (n >= 1).

    Returns:
        int: The n'th star number.
    """"""
    return 6 * n * (n - 1) + 1",
269,1,1,True,"def ascii_value(char):
    return ord(char)",
270,1,1,True,"def sum_even_and_even_index(numbers):
    total_sum = 0
    for index, num in enumerate(numbers):
        # Check if the current position (index) is even
        # and if the number at that position is also even
        if index % 2 == 0 and num % 2 == 0:
            total_sum += num
    return total_sum",
271,1,1,True,"def even_Power_Sum(n: int) -> int:
    """"""
    Calculates the sum of the first n even natural numbers, each raised to the fifth power.

    Args:
        n: An integer representing the count of even natural numbers to consider.

    Returns:
        The sum of the first n even natural numbers raised to the fifth power.
    """"""
    total_sum = 0
    for i in range(1, n + 1):
        even_number = 2 * i
        total_sum += even_number ** 5
    return total_sum",
272,1,1,True,"def rear_extract(list_of_tuples):
    return [t[-1] for t in list_of_tuples]",
273,1,1,True,"def substract_elements(tuple1, tuple2):
    return tuple(a - b for a, b in zip(tuple1, tuple2))",
274,1,1,True,"def even_binomial_Coeff_Sum(n: int) -> int:
    """"""
    Calculates the sum of even-indexed binomial coefficients for a given positive integer n.
    The sum is C(n, 0) + C(n, 2) + C(n, 4) + ...

    Args:
        n: A positive integer.

    Returns:
        The sum of even-indexed binomial coefficients.
    """"""
    return 2**(n - 1)",
276,1,1,True,"import math

def volume_cylinder(radius, height):
    """"""
    Calculates the volume of a cylinder given its radius and height.

    Args:
        radius (float or int): The radius of the cylinder's base.
        height (float or int): The height of the cylinder.

    Returns:
        float: The volume of the cylinder.
    """"""
    volume = math.pi * (radius ** 2) * height
    return volume",
277,1,1,True,"def dict_filter(input_dict, n):
    """"""
    Filters a dictionary to only include entries with values greater than or equal to n.

    Args:
        input_dict (dict): The dictionary to filter.
        n (int): The minimum value to include.

    Returns:
        dict: A new dictionary containing only the entries where the value is >= n.
    """"""
    return {key: value for key, value in input_dict.items() if value >= n}",
278,1,1,True,"def count_first_elements(input_tuple):
    count = 0
    for element in input_tuple:
        if isinstance(element, tuple):
            return count
        count += 1
    return count",
279,1,1,True,"def is_num_decagonal(n):
    """"""
    Calculates the nth decagonal number.

    A decagonal number is a figurate number that represents a decagon.
    The formula for the nth decagonal number is n * (4n - 3).
    """"""
    return n * (4 * n - 3)",
280,1,1,True,"def sequential_search(arr, element):
    for i in range(len(arr)):
        if arr[i] == element:
            return (True, i)
    return (False, -1)",
281,1,1,True,"def all_unique(input_list):
    return len(input_list) == len(set(input_list))",
282,1,1,True,"def sub_list(list1, list2):
    """"""
    Subtracts two lists element-wise.

    Args:
        list1 (list): The first list (minuend).
        list2 (list): The second list (subtrahend).

    Returns:
        list: A new list where each element is the result of
              subtracting the corresponding element of list2 from list1.
              The length of the resulting list will be the length of the
              shorter of the two input lists.
    """"""
    return [a - b for a, b in zip(list1,",
283,1,0,False,"def validate(n: int) -> bool:
    s = str(n)
    digit_counts = {}
    for char_digit in s:
        digit_counts[char_digit] = digit_counts.get(char_digit, 0) + 1

    for digit_char, count in digit_counts.items():
        digit_","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp2z51cb8w.py"", line 10, in <module>
    assert validate(1234) == True
           ~~~~~~~~^^^^^^
  File ""C:\Users\Imgigi\"
284,1,1,True,"def check_element(my_list, element):
    return all(item == element for item in my_list)",
285,1,1,True,"import re

def text_match_two_three(text):
    """"""
    Checks whether a string contains the 'a' character followed by two or three 'b' characters.
    """"""
    pattern = r'ab{2,3}'
    if re.search(pattern, text):
        return True
    else:
        return False",
286,1,0,False,"def max_sub_array_sum_repeated(arr, n, k):
    """"""
    Finds the largest sum of a contiguous array in the modified array
    which is formed by repeating the given array k times.

    Args:
        arr (list): The input array of integers.
        n (int): The length of the input array.
        k (","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpsw7nxhn7.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 13)
"
287,1,0,False,"def square_Sum(n):
    """"""
    Calculates the sum of squares of the first n even natural numbers.

    The sum is given by the formula:
    Sum = (2*1)^2 + (2*2)^2 + ... + (2*n)^2
        = 4*1^2 + 4*2^2 + ... +","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp0gch_l60.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 11)
"
290,1,1,True,"def max_length(list_of_lists):
    if not list_of_lists:
        return (0, [])

    longest_list = max(list_of_lists, key=len)
    max_len = len(longest_list)
    return (max_len, longest_list)",
291,1,0,False,"def count_no_of_ways(n, k):
    """"""
    Calculates the number of ways to paint a fence with n posts and k colors
    such that at most 2 adjacent posts have the same color.

    Args:
        n: The number of posts in the fence.
        k: The number of available colors.

    Returns","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpnhgkkv_z.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 14)
"
292,1,1,True,"def find(num1, num2):
    return num1 // num2",
293,1,1,True,"import math

def otherside_rightangle(side1, side2):
    """"""
    Calculates the length of the hypotenuse of a right-angled triangle
    given the lengths of its two legs.
    """"""
    return math.sqrt(side1**2 + side2**2)",
294,1,1,True,"def max_val(data_list):
    max_value = None
    for item in data_list:
        if isinstance(item, (int, float)):
            if max_value is None or item > max_value:
                max_value = item
    return max_value",
295,1,0,False,"def sum_div(n):
    if n <= 0:
        return 0  # Or raise an error, depending on desired behavior for non-positive numbers
    
    total_sum = 0
    # Iterate from 1 up to the square root of n
    # We only need to check divisors up to sqrt(n)","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmptui_7ns9.py"", line 9, in <module>
    assert sum_div(8)==7
           ^^^^^^^^^^^^^
AssertionError
"
296,1,0,False,"def get_Inv_Count(arr):
    """"""
    Counts the number of inversions in an array using a modified merge sort algorithm.

    An inversion is a pair of indices (i, j) such that i < j and arr[i] > arr[j].

    Args:
        arr: A list of numbers.

    Returns:","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpgghuzrqp.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 14)
"
297,1,1,True,"def flatten_list(nested_list):
    flat = []
    for item in nested_list:
        if isinstance(item, list):
            flat.extend(flatten_list(item))
        else:
            flat.append(item)
    return flat",
299,1,0,False,"from collections import defaultdict

def max_aggregate(data):
    """"""
    Calculates the maximum aggregate score from a list of (name, score) tuples.

    Args:
        data: A list of tuples, where each tuple contains a string (name)
              and an integer (score).

    Returns:
        A tuple containing the name and its total","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp0itgv0ii.py"", line 4
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 16)
"
300,1,0,False,"import math

def count_binary_seq(n: int) -> int:
    """"""
    Calculates the count of all binary sequences of length 2n such that
    the sum of the first n bits is the same as the sum of the last n bits.

    This problem is equivalent to finding the central binomial coefficient C(2n, n).

    Args:","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpx75g61j4.py"", line 5
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 15)
"
301,1,1,True,"def dict_depth(d):
    max_depth = 0
    for key, value in d.items():
        if isinstance(value, dict):
            max_depth = max(max_depth, dict_depth(value))
    return 1 + max_depth",
304,1,0,False,"def find_Element(arr, ranges, rotations, index):
    """"""
    Finds the element at a given index after a specified number of rotations.

    A ""rotation"" is defined as reversing the sub-array within the given range [L, R].
    The rotations are applied sequentially based on the 'ranges' list, cycling
    through the list if '","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmptebpgpsi.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 11)
"
305,1,1,True,"def start_withp(word_list):
    found_words = []
    for item in word_list:
        words = item.split()
        for word in words:
            if word.lower().startswith('p'):
                found_words.append(word)
                if len(found_words) == 2:
                    return (found_words[0], found_words[1])",
306,1,0,False,"def max_sum_increasing_subseq(arr: list[int], n: int, i: int, k: int) -> int:
    """"""
    Finds the maximum sum of an increasing subsequence from the prefix of the array
    (up to the ith index) and also including a given kth element (where k > i).

    The subsequence must","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmps7l49sd5.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 10)
"
307,1,1,True,"def colon_tuplex(tuplex, index, value):
    """"""
    Replaces an element at a specific index in a tuple with a list containing the given value.

    Args:
        tuplex (tuple): The input tuple.
        index (int): The index of the element to replace.
        value: The value to be placed inside a list at the specified index.

    Returns:
        tuple: A new tuple with the element at 'index' replaced by [value].
    """"""
    temp_list = list(tuplex)
    temp_list[index] = [value]
    return tu",
308,1,1,True,"def large_product(list1, list2, k):
    """"""
    Finds the specified number of largest products from two given lists,
    selecting one factor from each list.

    Args:
        list1 (list): The first list of numbers.
        list2 (list): The second list of numbers.
        k (int): The number of largest products to return.

    Returns:
        list: A list containing the k largest products, sorted in descending order.
    """"""
    all_products = []
    for x in list1:
        for y in list2:
 ",
309,1,1,True,"def maximum(a, b):
    if a > b:
        return a
    else:
        return b",
310,1,1,True,"def string_to_tuple(input_string):
    """"""
    Converts a given string to a tuple of characters, excluding spaces.
    """"""
    return tuple(char for char in input_string if char != ' ')",
311,1,0,False,"def set_left_most_unset_bit(n: int) -> int:
    """"""
    Sets the left-most (most significant) unset bit in the given integer.

    If all bits are already set (e.g., for n=15 in a 4-bit context, or if n is
    the maximum possible value for a","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp2bac82q5.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 10)
"
312,1,1,True,"import math

def volume_cone(r, h):
    """"""
    Calculates the volume of a cone given its radius and height.

    Args:
        r (float or int): The radius of the cone's base.
        h (float or int): The height of the cone.

    Returns:
        float: The volume of the cone.
    """"""
    volume = (1/3) * math.pi * (r**2) * h
    return volume",
388,1,0,False,"def highest_Power_of_2(n):
    if n < 1:
        # For n < 1, the highest power of 2 less than or equal to n is not well-defined
        # in the context of positive powers of 2.
        # Based on the test cases, n is expected to be a positive integer.
        #","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmps34scx5e.py"", line 8
    assert highest_Power_of_2(10) == 8
IndentationError: expected an indented block after 'if' statement on line 2
"
389,1,1,True,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        # Initialize L_0 and L_1
        l_prev2 = 2  # Represents L_{i-2}
        l_prev1 = 1  # Represents L_{i-1}

        # Iterate from L_2 up to L_n
        for _ in range(2, n + 1):
            current_l = l_prev1 + l_prev2
            l_prev2 = l_prev1
            l_prev1 = current_l
        return current_l",
390,1,1,True,"def add_string(input_list, format_string):
    """"""
    Applies a given format string to all elements in a list.

    Args:
        input_list (list): The list of elements to format.
        format_string (str): The format string to apply. It should contain '{0}'
                             as a placeholder for the element.

    Returns:
        list: A new list with all elements formatted according to the format string.
    """"""
    return [format_string.format(item) for item in input_list]",
391,1,1,True,"def convert_list_dictionary(list1, list2, list3):
    return [{item1: {item2: item3}} for item1, item2, item3 in zip(list1, list2, list3)]",
392,1,1,True,"def get_max_sum(n: int) -> int:
    memo = {}

    def solve(k: int) -> int:
        if k == 0:
            return 0
        if k in memo:
            return memo[k]

        # Calculate the sum of parts using integer division
        sum_of_parts = solve(k // 2) + solve(k // 3) + solve(k // 4) + solve(k // 5)

        # The result is the maximum of k itself or the sum of its parts
        result = max(sum_of_parts, k)
        memo[k] = result
        return result

    return solve(n)",
393,1,0,False,"def max_length_list(list_of_lists):
    max_len = 0
    max_list = []

    for sublist in list_of_lists:
        current_len = len(sublist)
        if current_len > max_len:
            max_len = current_len
            max_list","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp1n5ocgbq.py"", line 11, in <module>
    assert max_length_list([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]])==(3, [13, 1"
394,1,1,True,"def check_distinct(input_tuple):
    """"""
    Checks if the given tuple contains no duplicate elements.

    Args:
        input_tuple: A tuple of elements.

    Returns:
        True if the tuple contains no duplicates, False otherwise.
    """"""
    return len(input_tuple) == len(set(input_tuple))",
395,1,1,True,"def first_non_repeating_character(s: str) -> str | None:
    if not s:
        return None

    char_counts = {}
    for char in s:
        char_counts[char] = char_counts.get(char, 0) + 1

    for char in s:
        if char_counts[char] == 1:
            return char

    return None",
396,1,1,True,"def check_char(s):
    if s[0] == s[-1]:
        return ""Valid""
    else:
        return ""Invalid""",
397,1,1,True,"def median_numbers(num1, num2, num3):
    numbers = sorted([num1, num2, num3])
    return float(numbers[1])",
398,1,0,False,"def sum_of_digits(numbers_list):
    total_sum = 0
    for item in numbers_list:
        if isinstance(item, list):
            # Recursively call the function for nested lists
            total_sum += sum_of_digits(item)
        elif isinstance(item, (int, float)):
            # Convert the number to its","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpu2vid3xu.py"", line 10
    assert sum_of_digits([10,2,56])==14
IndentationError: expected an indented block after 'elif' statement on line 7
"
399,1,1,True,"def bitwise_xor(tuple1, tuple2):
    """"""
    Performs the mathematical bitwise XOR operation across the given tuples element-wise.

    Args:
        tuple1 (tuple): The first tuple of integers.
        tuple2 (tuple): The second tuple of integers.

    Returns:
        tuple: A new tuple containing the bitwise XOR result for each corresponding pair of elements.
    """"""
    return tuple(a ^ b for a, b in zip(tuple1, tuple2))",
400,1,0,False,"def extract_freq(tuple_list):
    """"""
    Extracts the number of unique tuples in the given list, considering
    tuples like (a, b) and (b, a) as the same.

    Args:
        tuple_list: A list of tuples.

    Returns:
        The count of unique tuples after normalization (sorting elements within","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmptngau98r.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 14)
"
401,1,1,True,"def add_nested_tuples(tuple1, tuple2):
    """"""
    Performs index-wise addition of tuple elements in two given nested tuples.

    Args:
        tuple1 (tuple): The first nested tuple.
        tuple2 (tuple): The second nested tuple.

    Returns:
        tuple: A new nested tuple where corresponding elements from the input
               tuples have been added.
    """"""
    return tuple(
        tuple(x + y for x, y in zip(inner_tuple1, inner_tuple2))
        for inner_tuple1, inner_tuple2 in zi",
404,1,1,True,"def minimum(a, b):
    return min(a, b)",
405,1,1,True,"def check_tuplex(tuplex, element):
  return element in tuplex",
406,1,1,True,"def find_Parity(number):
  """"""
  Checks if the parity of a given number is odd.

  Args:
    number: An integer.

  Returns:
    True if the number is odd (i.e., its parity is odd), False otherwise.
  """"""
  return number % 2 != 0",
407,1,0,False,"def rearrange_bigger(n):
    s_digits = list(str(n))
    length = len(s_digits)

    # Step 1: Find the largest index k such that s_digits[k] < s_digits[k + 1]
    # If no such index exists, the number is already the largest possible permutation.
    k = -","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpg605_ld0.py"", line 7
    k = -
         ^
SyntaxError: invalid syntax
"
408,1,0,False,"import heapq

def k_smallest_pairs(nums1, nums2, k):
    """"""
    Finds k number of smallest pairs which consist of one element from the first array
    and one element from the second array. The ""smallest"" is determined by the sum of the pair.

    Args:
        nums1: A list of integers (assumed to","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmptz8566tu.py"", line 4
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 13)
"
409,1,1,True,"def min_product_tuple(list_of_tuples):
    products = [t[0] * t[1] for t in list_of_tuples]
    return min(products)",
410,1,1,True,"def min_val(data_list):
    min_so_far = float('inf')
    for item in data_list:
        if isinstance(item, int):
            if item < min_so_far:
                min_so_far = item
    return min_so_far",
411,1,1,True,"def snake_to_camel(snake_str):
    components = snake_str.split('_')
    # Capitalize the first letter of each component and join them
    return """".join(x.capitalize() for x in components)",
412,1,1,True,"def remove_odd(numbers_list):
    """"""
    Removes odd numbers from a given list and returns a new list containing only even numbers.

    Args:
        numbers_list: A list of integers.

    Returns:
        A new list containing only the even numbers from the input list.
    """"""
    return [number for number in numbers_list if number % 2 == 0]",
413,1,1,True,"def extract_nth_element(list_of_tuples, n):
    """"""
    Extracts the nth element from each tuple in a given list of tuples.

    Args:
        list_of_tuples: A list where each element is a tuple.
        n: An integer representing the index of the element to extract from each tuple.

    Returns:
        A list containing the nth element from each tuple.
    """"""
    return [tup[n] for tup in list_of_tuples]",
414,1,1,True,"def overlapping(seq1, seq2):
    """"""
    Checks whether any value in the first sequence exists in the second sequence.

    Args:
        seq1: The first sequence (e.g., list, tuple).
        seq2: The second sequence (e.g., list, tuple).

    Returns:
        True if any element from seq1 is found in seq2, False otherwise.
    """"""
    set2 = set(seq2)
    for item in seq1:
        if item in set2:
            return True
    return False",
415,1,0,False,"def max_Product(arr):
    """"""
    Finds a pair with the highest product from a given array of integers.

    Args:
        arr: A list of integers. Assumed to have at least two elements.

    Returns:
        A tuple containing the two integers that form the pair with the highest product.
        The order of elements in the tuple is not guaranteed","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmprxly4vqh.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 14)
"
417,1,0,False,"def group_tuples(list_of_tuples):
    grouped_data = {}
    for first_elem, second_elem in list_of_tuples:
        if first_elem not in grouped_data:
            grouped_data[first_elem] = []
        grouped_data[first_elem].append(second_elem)

    result =","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpy0uwwasc.py"", line 8
    result =
            ^
SyntaxError: invalid syntax
"
418,1,1,True,"def Find_Max(input_list):
    return max(input_list, key=len)",
419,1,1,True,"def round_and_sum(numbers):
    """"""
    Rounds every number of a given list of numbers, sums the rounded numbers,
    and returns the total sum multiplied by the length of the list.
    """"""
    rounded_sum = 0
    for num in numbers:
        rounded_sum += round(num)
    
    list_length = len(numbers)
    
    return rounded_sum * list_length",
420,1,1,True,"def cube_Sum(n):
    """"""
    Calculates the cube sum of the first n even natural numbers.

    The sum is given by the formula:
    (2*1)^3 + (2*2)^3 + ... + (2*n)^3
    = 2^3 * (1^3 + 2^3 + ... + n^3)
    Using the formula for the sum of the first n cubes, which is (n * (n + 1) / 2)^2:
    = 8 * (n * (n + 1) / 2)^2
    = 8 * (n^2 * (n + 1)^2 / 4)
    = 2 * n^2 * (n + 1)^2
    """"""
    return 2 * (n**2) * ((n + 1)**2)",
421,1,1,True,"def concatenate_tuple(input_tuple):
    """"""
    Concatenates each element of a tuple into a single string,
    using a hyphen '-' as the delimiter.

    Args:
        input_tuple: A tuple containing elements of various types
                     (e.g., strings, integers).

    Returns:
        A single string with all elements concatenated by the delimiter.
    """"""
    return ""-"".join(str(item) for item in input_tuple)",
